Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,227.005005,227.005005,227.005005,227.005005,94.189354,0.0
2010-01-05,230.800003,231.0,228.009995,229.205002,95.102173,11613740.0
2010-01-06,229.699997,231.5,228.5,230.580002,95.672691,14527930.0
2010-01-07,230.600006,231.0,228.110001,229.289993,95.137436,8576510.0
2010-01-08,229.399994,230.389999,228.009995,228.604996,94.853226,10453820.0
2010-01-11,229.699997,231.270004,226.324997,226.720001,94.071106,14145340.0
2010-01-12,226.699997,227.0,219.619995,220.320007,91.415596,22917720.0
2010-01-13,219.5,219.5,215.809998,217.589996,90.282852,21719690.0
2010-01-14,218.800003,219.899994,214.554993,215.735001,89.513176,20723990.0
2010-01-15,216.800003,217.839996,213.679993,214.335007,88.932297,20611920.0
2010-01-18,217.5,218.304993,214.279999,215.639999,89.473755,19222170.0
2010-01-19,216.979996,218.699997,215.699997,217.309998,90.166679,12277070.0
2010-01-20,218.399994,218.660004,215.255005,215.985001,89.616913,16830720.0
2010-01-21,215.899994,216.130005,211.229996,212.410004,88.13356,19265470.0
2010-01-22,210.014999,210.649994,205.304993,208.735001,86.608719,27193180.0
2010-01-25,205.554993,213.699997,205.554993,209.160004,86.785065,15378040.0
2010-01-27,217.300003,217.300003,217.300003,217.300003,90.162529,0.0
2010-01-28,210.0,210.0,199.100006,200.324997,83.119232,27952460.0
2010-01-29,199.0,206.740005,195.505005,205.660004,85.33284,46487190.0
2010-02-01,214.800003,214.800003,201.550003,202.125,83.866089,22047160.0
2010-02-02,203.020004,204.520004,197.414993,197.835007,82.086082,24086260.0
2010-02-03,198.630005,201.589996,198.350006,199.880005,82.934593,30450710.0
2010-02-04,199.600006,199.669998,194.0,194.789993,80.822639,35357120.0
2010-02-05,193.0,193.0,186.309998,189.779999,83.005135,26878830.0
2010-02-06,,,,,,
2010-02-08,190.0,194.779999,188.365005,193.654999,84.699974,18885130.0
2010-02-09,193.100006,195.800003,192.5,195.029999,85.301361,13836980.0
2010-02-10,197.0,197.0,189.5,191.184998,83.619659,19731930.0
2010-02-11,192.389999,194.0,191.100006,191.764999,83.873337,12427940.0
2010-02-15,192.5,192.5,188.630005,189.5,82.882683,13325010.0
2010-02-16,191.399994,192.5,189.5,192.059998,84.002365,8070150.0
2010-02-17,193.5,196.25,192.725006,195.684998,85.587845,13468360.0
2010-02-18,195.789993,196.0,192.729996,194.240005,84.955841,13103230.0
2010-02-19,192.5,193.399994,189.005005,190.529999,83.333176,15863020.0
2010-02-22,192.0,193.5,191.014999,191.634995,83.816475,11528650.0
2010-02-23,191.490005,193.449997,190.660004,191.190002,83.621849,10625770.0
2010-02-24,190.600006,193.0,190.0,192.125,84.030792,8173590.0
2010-02-25,192.5,193.0,190.339996,191.365005,83.69838,21615960.0
2010-02-26,192.5,203.199997,191.5,197.429993,86.351059,43215190.0
2010-03-02,199.054993,201.100006,197.419998,198.664993,86.891212,19347350.0
2010-03-03,198.910004,202.589996,198.910004,202.240005,88.454849,15843680.0
2010-03-04,202.300003,204.470001,201.199997,203.270004,88.905342,14301070.0
2010-03-05,204.5,205.899994,202.110001,204.720001,89.539536,12685070.0
2010-03-08,206.0,211.25,203.309998,206.595001,90.359612,38664790.0
2010-03-09,203.255005,207.800003,203.255005,204.460007,89.425827,14305280.0
2010-03-10,205.020004,205.020004,202.639999,203.725006,89.104347,12767630.0
2010-03-11,204.0,205.279999,201.830002,204.574997,89.476112,11979800.0
2010-03-12,204.199997,206.264999,203.865005,204.789993,89.570152,12033430.0
2010-03-15,203.949997,204.475006,201.110001,201.509995,88.135559,8997490.0
2010-03-16,201.705002,202.5,199.759995,201.585007,88.168365,12857170.0
2010-03-17,202.005005,204.199997,201.565002,202.729996,88.669151,10777370.0
2010-03-18,203.0,205.050003,201.050003,202.964996,88.771935,14269070.0
2010-03-19,204.0,206.585007,203.330002,205.845001,90.031593,12889130.0
2010-03-22,202.514999,205.380005,201.0,204.095001,89.266174,11151560.0
2010-03-23,204.199997,205.664993,201.860001,204.854996,89.598572,13650500.0
2010-03-25,204.464996,206.160004,202.520004,204.955002,89.642319,13646480.0
2010-03-26,205.485001,207.800003,204.505005,207.285004,90.661392,13422710.0
2010-03-29,207.5,210.5,207.300003,209.505005,91.632378,11231550.0
2010-03-30,209.505005,212.195007,207.5,208.255005,91.085663,11929880.0
2010-03-31,208.5,209.889999,207.335007,207.820007,90.895401,9997220.0
2010-04-01,208.0,210.800003,207.529999,210.259995,91.962601,7681450.0
2010-04-05,211.5,214.220001,210.5,213.824997,93.521851,11075350.0
2010-04-06,214.389999,214.774994,211.210007,212.354996,92.878883,12359300.0
2010-04-07,213.029999,213.5,209.600006,211.089996,92.325615,13004150.0
2010-04-08,210.5,210.979996,208.755005,209.589996,91.669556,11497010.0
2010-04-09,210.0,212.5,209.354996,210.610001,92.115685,12367190.0
2010-04-12,211.5,211.5,208.0,209.199997,91.498978,8614120.0
2010-04-13,209.699997,211.199997,206.300003,209.395004,91.584267,17619090.0
2010-04-15,209.664993,210.904999,204.800003,205.404999,89.839142,13016220.0
2010-04-16,205.0,205.485001,202.524994,204.770004,89.561409,9466180.0
2010-04-19,203.994995,204.490005,201.199997,203.244995,88.894402,9250600.0
2010-04-20,204.240005,210.660004,202.100006,209.835007,91.776718,24993280.0
2010-04-21,211.0,211.899994,208.660004,210.580002,92.10257,15633000.0
2010-04-22,208.210007,224.889999,208.210007,222.309998,97.232971,65306760.0
2010-04-23,223.0,229.399994,221.100006,226.059998,98.873131,31784560.0
2010-04-26,226.399994,227.899994,224.110001,225.154999,98.477303,12145600.0
2010-04-27,225.199997,225.5,220.910004,221.779999,97.001167,11094760.0
2010-04-28,220.399994,225.184998,218.25,223.220001,97.630997,18684250.0
2010-04-29,224.0,228.5,223.5,227.399994,99.459206,21393940.0
2010-04-30,228.0,231.889999,228.0,230.070007,100.627014,19146310.0
2010-05-03,229.0,230.5,227.705002,229.714996,100.471748,13160890.0
2010-05-04,230.5,231.589996,227.309998,228.009995,99.726013,13397620.0
2010-05-05,226.0,228.5,224.050003,227.619995,99.555435,16717010.0
2010-05-06,228.0,232.0,226.229996,231.160004,101.103745,17751300.0
2010-05-07,227.520004,229.179993,221.835007,222.615005,97.366379,16085350.0
2010-05-10,225.0,232.509995,224.214996,230.785004,100.939728,14791690.0
2010-05-11,231.399994,233.895004,228.115005,228.785004,100.064995,18377970.0
2010-05-12,229.0,233.899994,228.199997,232.419998,101.654839,20204040.0
2010-05-13,233.199997,234.899994,230.619995,231.774994,101.372726,17762910.0
2010-05-14,231.5,233.389999,221.160004,222.425003,97.283272,33008880.0
2010-05-17,221.0,227.199997,214.134995,225.074997,98.442314,25703050.0
2010-05-18,224.789993,229.800003,223.134995,228.0,99.721642,18901340.0
2010-05-19,226.0,227.300003,219.0,221.414993,96.84153,20415020.0
2010-05-20,222.199997,228.199997,222.110001,226.75,99.174919,17039960.0
2010-05-21,222.199997,228.0,221.035004,227.119995,99.336739,15706440.0
2010-05-24,228.199997,231.100006,222.294998,223.119995,97.58725,15195470.0
2010-05-25,222.0,222.0,213.800003,215.509995,94.258812,17355820.0
2010-05-26,217.179993,218.600006,215.160004,217.360001,95.067955,16500270.0
2010-05-27,217.0,224.800003,215.729996,221.940002,97.071144,21781920.0
2010-05-28,224.399994,225.880005,220.315002,223.940002,97.945908,13567960.0
2010-05-31,223.0,227.449997,223.0,226.880005,99.231789,11989040.0
2010-06-01,225.110001,227.600006,220.210007,220.964996,96.644699,14423360.0
2010-06-02,221.220001,226.699997,221.0,225.824997,98.770363,12342500.0
2010-06-03,226.505005,230.595001,226.505005,228.729996,100.040924,12587190.0
2010-06-04,229.0,234.800003,227.899994,234.074997,102.378693,19478740.0
2010-06-07,225.119995,232.0,223.285004,228.675003,100.016861,14925200.0
2010-06-08,228.800003,233.145004,226.860001,228.380005,99.887833,14018340.0
2010-06-09,228.5,230.899994,225.800003,227.25,108.933258,18141760.0
2010-06-10,226.600006,233.800003,226.600006,232.684998,111.538544,24496840.0
2010-06-11,263.01001,263.01001,232.610001,233.990005,112.164116,15063270.0
2010-06-14,234.5,235.994995,232.600006,234.5,112.408577,10187660.0
2010-06-15,234.990005,237.434998,232.0,236.419998,113.328934,15305340.0
2010-06-16,241.699997,241.699997,234.539993,236.169998,113.209106,14141550.0
2010-06-17,235.899994,236.199997,232.354996,235.085007,112.689003,10331080.0
2010-06-18,234.985001,237.994995,234.0,237.259995,113.731606,15597620.0
2010-06-21,237.5,240.274994,237.5,238.779999,114.460213,8879250.0
2010-06-22,237.5,239.399994,235.009995,235.455002,112.866364,8514510.0
2010-06-23,235.0,235.800003,232.850006,234.955002,112.626678,10849420.0
2010-06-24,235.0,236.600006,233.800003,235.755005,113.01017,12123400.0
2010-06-25,235.014999,235.5,228.5,230.080002,110.289841,13022720.0
2010-06-28,228.800003,231.449997,227.5,230.365005,110.426453,10718170.0
2010-06-29,230.5,232.889999,228.115005,229.115005,109.827248,14208420.0
2010-06-30,227.979996,231.199997,227.5,230.199997,110.347359,10610400.0
2010-07-01,229.110001,229.899994,225.399994,226.225006,108.441925,14219900.0
2010-07-02,226.5,227.990005,225.735001,226.505005,108.576141,8907340.0
2010-07-05,226.509995,229.399994,225.354996,227.25,108.933258,6192550.0
2010-07-06,227.300003,231.899994,226.835007,231.279999,110.865051,10143910.0
2010-07-07,230.899994,231.899994,229.100006,230.410004,110.448006,8912210.0
2010-07-08,231.5,236.684998,231.5,235.679993,112.974205,17562290.0
2010-07-09,236.5,237.854996,236.009995,236.889999,113.55423,9803290.0
2010-07-12,237.505005,241.199997,237.005005,240.070007,115.07859,14948170.0
2010-07-13,240.100006,243.710007,239.009995,242.910004,116.439957,17615470.0
2010-07-14,243.699997,247.899994,243.699997,246.449997,118.136864,18159640.0
2010-07-15,247.050003,247.300003,243.399994,243.985001,116.955261,8162390.0
2010-07-16,244.5,246.475006,242.809998,244.899994,117.393867,9528070.0
2010-07-19,243.895004,246.300003,242.600006,245.524994,117.693451,7630370.0
2010-07-20,245.524994,246.490005,244.024994,244.899994,117.393867,5076900.0
2010-07-21,245.554993,246.309998,243.399994,243.675003,116.806656,5055340.0
2010-07-22,242.714996,248.740005,241.774994,247.625,118.700104,11585880.0
2010-07-23,248.100006,250.375,247.600006,249.679993,119.685165,14843460.0
2010-07-26,249.800003,250.235001,240.210007,241.014999,115.531578,15780730.0
2010-07-27,241.994995,244.690002,240.059998,243.514999,116.729958,23112370.0
2010-07-28,243.464996,247.800003,242.315002,247.130005,118.46283,16576370.0
2010-07-29,246.199997,248.279999,243.610001,247.304993,118.546715,15800230.0
2010-07-30,246.0,252.199997,245.044998,250.289993,119.977577,26944870.0
2010-08-02,251.994995,260.0,251.199997,258.63501,123.977798,20585770.0
2010-08-03,259.894989,261.674988,257.899994,260.054993,124.658478,16001370.0
2010-08-04,260.994995,261.0,257.299988,259.515015,124.399643,9779810.0
2010-08-05,260.0,266.269989,259.0,264.570007,126.822769,22437960.0
2010-08-06,263.5,265.48999,260.799988,261.934998,125.559662,12794400.0
2010-08-09,262.5,265.515015,261.600006,265.084991,127.069641,8402850.0
2010-08-10,265.01001,267.5,262.404999,262.964996,126.053398,13309390.0
2010-08-11,262.5,264.700012,259.059998,259.959991,124.61293,9961780.0
2010-08-12,258.98999,279.5,257.630005,278.440002,133.471405,64002190.0
2010-08-13,278.399994,287.970001,278.399994,285.024994,136.62796,40721170.0
2010-08-16,284.700012,285.459991,280.954987,282.140015,135.24501,15501900.0
2010-08-17,282.5,285.605011,281.154999,281.845001,135.103607,12544710.0
2010-08-18,282.744995,283.470001,276.609985,281.470001,134.923843,15230490.0
2010-08-19,281.505005,282.480011,278.265015,280.570007,134.492432,10875610.0
2010-08-20,280.0,283.369995,278.01001,278.690002,133.591248,9755310.0
2010-08-23,279.0,284.25,277.049988,282.325012,135.333679,13250210.0
2010-08-24,279.649994,285.48999,279.649994,284.579987,136.414612,19905960.0
2010-08-25,283.600006,285.450012,281.5,282.355011,135.348083,9216230.0
2010-08-26,283.0,288.480011,282.5,286.61499,137.390121,22642910.0
2010-08-27,286.160004,286.549988,278.5,279.440002,133.95076,12367930.0
2010-08-30,280.665009,283.049988,278.640015,280.0,134.219193,9183040.0
2010-08-31,279.0,279.0,274.160004,276.640015,132.608566,13063890.0
2010-09-01,277.5,278.630005,273.725006,277.649994,133.092728,11380730.0
2010-09-02,278.994995,280.480011,275.100006,275.910004,132.258636,10757500.0
2010-09-03,276.165009,278.899994,275.13501,277.339996,132.944122,6371210.0
2010-09-06,277.5,287.200012,277.5,285.910004,137.0522,15331120.0
2010-09-07,286.105011,286.244995,282.820007,283.704987,135.995209,8915520.0
2010-09-08,282.505005,290.600006,280.920013,289.589996,138.816193,24261960.0
2010-09-09,290.0,299.470001,289.704987,298.404999,143.041702,32230550.0
2010-09-13,299.105011,316.600006,299.105011,314.855011,150.927094,49114260.0
2010-09-14,315.404999,316.600006,308.25,310.954987,149.057602,24448530.0
2010-09-15,310.600006,312.470001,304.334991,306.029999,146.696793,18165620.0
2010-09-16,306.299988,314.200012,306.0,309.480011,148.350555,32196770.0
2010-09-17,314.0,314.0,308.0,309.274994,148.252274,13313900.0
2010-09-20,310.0,312.369995,307.5,310.890015,149.026474,13964290.0
2010-09-21,311.5,312.899994,308.570007,309.875,148.539917,9449940.0
2010-09-22,311.579987,315.890015,309.820007,314.869995,150.934265,19799750.0
2010-09-23,315.799988,316.5,312.625,313.945007,150.490875,13751230.0
2010-09-24,313.51001,316.0,312.334991,314.140015,150.584366,10802760.0
2010-09-27,314.5,319.984985,314.5,318.065002,152.46582,12317840.0
2010-09-28,317.899994,320.994995,316.334991,319.070007,152.947571,14599770.0
2010-09-29,319.0,322.5,318.619995,319.570007,153.187256,14836720.0
2010-09-30,319.899994,327.470001,317.5,324.045013,155.332352,30806190.0
2010-10-01,323.940002,328.799988,322.100006,327.214996,156.851913,16451380.0
2010-10-04,327.5,329.994995,324.519989,325.964996,156.252731,12102230.0
2010-10-05,325.5,327.51001,323.720001,324.799988,155.694275,9620340.0
2010-10-06,325.5,327.790009,322.454987,323.329987,154.989639,7865720.0
2010-10-07,323.600006,324.690002,320.799988,321.98999,154.347275,8527160.0
2010-10-08,321.799988,326.790009,321.5,324.73999,155.665497,9432630.0
2010-10-11,325.799988,327.350006,324.515015,326.5,156.509171,6559420.0
2010-10-12,325.5,326.579987,320.160004,323.36499,155.006378,7547160.0
2010-10-13,323.994995,331.5,322.299988,330.559998,158.455353,15432970.0
2010-10-14,331.5,332.484985,324.820007,326.144989,156.33902,6700620.0
2010-10-15,328.100006,328.100006,315.024994,316.565002,151.74678,14198900.0
2010-10-18,318.5,320.940002,313.285004,316.774994,151.847458,17299680.0
2010-10-19,318.480011,320.399994,310.570007,311.660004,149.395538,11811670.0
2010-10-20,310.5,313.390015,307.600006,309.434998,148.328979,12889050.0
2010-10-21,310.799988,320.945007,310.605011,319.51001,153.158508,12952060.0
2010-10-22,320.0,322.200012,317.100006,320.619995,153.690567,12025260.0
2010-10-25,320.899994,325.23999,320.799988,323.920013,155.272461,9432490.0
2010-10-26,323.399994,323.399994,317.399994,318.079987,152.472992,14037350.0
2010-10-27,317.940002,321.380005,315.665009,318.790009,152.81337,8411000.0
2010-10-28,319.799988,323.600006,316.51001,318.834991,152.834915,19709480.0
2010-10-29,318.019989,318.834991,311.804993,315.059998,151.02536,9741720.0
2010-11-01,319.5,321.799988,316.820007,319.845001,153.319092,8783170.0
2010-11-02,319.899994,324.0,317.670013,320.184998,153.482071,12948750.0
2010-11-03,321.5,328.600006,321.109985,327.26001,156.873489,13392290.0
2010-11-04,329.799988,344.899994,328.61499,343.345001,164.583878,19974730.0
2010-11-08,345.899994,350.0,345.13501,348.994995,167.292267,4132380.0
2010-11-09,333.0,334.799988,326.109985,327.255005,156.871078,39874860.0
2010-11-10,327.100006,329.190002,320.899994,321.459991,154.093231,23510530.0
2010-11-11,322.200012,325.399994,316.609985,317.595001,152.240524,23159970.0
2010-11-12,317.024994,317.5,300.204987,302.679993,145.090942,27246230.0
2010-11-15,303.200012,317.470001,301.0,316.350006,151.643738,38057580.0
2010-11-16,317.190002,318.799988,306.140015,308.059998,147.669876,31881610.0
2010-11-18,310.799988,311.100006,296.5,306.505005,146.924515,43440440.0
2010-11-19,306.799988,306.799988,297.505005,299.095001,143.372467,22096350.0
2010-11-22,300.125,305.0,298.054993,303.984985,145.716492,22722140.0
2010-11-23,301.399994,301.399994,287.035004,295.339996,141.572495,44970820.0
2010-11-24,295.554993,297.609985,281.429993,285.100006,136.66391,34672020.0
